N	mop_num	b_lon	b_lat	p_lon	p_lat	depth	orient	shore_type
10986	HU761	-124.15890	41.08480	-124.16639	41.08291	-15.00	251.49	2
10987	HU762	-124.15910	41.08600	-124.16871	41.08721	-15.00	279.48	2
10988	HU763	-124.15720	41.08600	-124.16798	41.09018	-15.01	297.23	2
10989	HU764	-124.15550	41.08670	-124.16798	41.09018	-15.01	290.30	2
10990	HU765	-124.15450	41.08800	-124.16798	41.09018	-15.01	282.11	1
10991	HU766	-124.15600	41.08940	-124.16798	41.09018	-15.01	274.94	2
10992	HU767	-124.15620	41.09100	-124.16798	41.09018	-15.01	264.72	2
10993	HU768	-124.15770	41.09210	-124.16724	41.09063	-15.00	258.45	2
10994	HU769	-124.15840	41.09390	-124.16709	41.09171	-15.01	251.51	1
10995	HU770	-124.15920	41.09550	-124.16802	41.09366	-15.01	254.53	1
10996	HU771	-124.15970	41.09720	-124.16670	41.09538	-15.00	250.97	2
10997	HU772	-124.16040	41.09890	-124.16667	41.09549	-15.22	234.18	2
10998	HU773	-124.16190	41.10020	-124.16667	41.09549	-15.22	217.35	2
10999	HU774	-124.16380	41.10060	-124.16821	41.09926	-15.02	248.04	2
11000	HU775	-124.16340	41.10140	-124.16937	41.10326	-15.00	292.46	1
11001	HU776	-124.16270	41.10270	-124.16891	41.10488	-15.01	294.98	1
11002	HU777	-124.16090	41.10390	-124.16846	41.10574	-14.99	287.90	1
11003	HU778	-124.16140	41.10560	-124.16849	41.10583	-15.01	272.47	1
11004	HU779	-124.16160	41.10730	-124.16888	41.10677	-15.01	264.48	1
11005	HU780	-124.16190	41.10910	-124.16902	41.11000	-14.68	279.52	2
11006	HU781	-124.16080	41.11060	-124.16916	41.11388	-15.01	297.51	1
11007	HU782	-124.15950	41.11200	-124.16869	41.11432	-15.01	288.52	1
11008	HU783	-124.15940	41.11380	-124.16861	41.11465	-15.00	276.98	2
11009	HU784	-124.15930	41.11560	-124.16840	41.11536	-15.02	268.00	2
11010	HU785	-124.15940	41.11740	-124.16841	41.11572	-15.00	256.10	1
11011	HU786	-124.16040	41.11900	-124.16670	41.11863	-15.00	265.54	2
11012	HU787	-124.15950	41.12030	-124.16837	41.12106	-15.01	276.49	2
11013	HU788	-124.15890	41.12190	-124.16837	41.12106	-15.01	263.28	2
11014	HU789	-124.15960	41.12360	-124.16837	41.12106	-15.01	248.97	2
11015	HU790	-124.16110	41.12500	-124.16837	41.12106	-15.01	234.27	1
11016	HU791	-124.16230	41.12650	-124.17176	41.12214	-15.00	238.54	2
11017	HU792	-124.16360	41.12800	-124.17236	41.12338	-15.03	235.00	1
11018	HU793	-124.16500	41.12940	-124.17509	41.12847	-15.01	263.02	2
11019	HU794	-124.16440	41.13040	-124.17165	41.13362	-15.01	300.53	2
11020	HU795	-124.16280	41.13170	-124.17084	41.13462	-15.09	295.74	2
11021	HU796	-124.16100	41.13280	-124.17084	41.13462	-15.09	283.80	2
11022	HU797	-124.16160	41.13410	-124.17084	41.13462	-15.09	274.27	1
11023	HU798	-124.16170	41.13570	-124.17084	41.13462	-15.09	261.08	2
11024	HU799	-124.16290	41.13720	-124.17028	41.13540	-15.01	252.06	2
11025	HU800	-124.16370	41.13870	-124.16866	41.13988	-15.02	287.53	1
11026	HU801	-124.16200	41.13990	-124.16508	41.14094	-15.00	294.15	1
11027	HU802	-124.16180	41.14130	-124.16417	41.14237	-15.42	300.94	2
11028	HU803	-124.16000	41.14230	-124.16117	41.14453	-15.01	338.44	1
11029	HU804	-124.15780	41.14270	-124.15844	41.14464	-15.00	346.05	2
11030	HU805	-124.15570	41.14190	-124.15701	41.14693	-15.00	348.90	2
11031	HU806	-124.15360	41.14140	-124.15701	41.14693	-15.00	335.09	2
11032	HU807	-124.15160	41.14100	-124.15701	41.14693	-15.00	325.51	2
11033	HU808	-124.14920	41.14070	-124.15701	41.14693	-15.00	316.65	2
11034	HU809	-124.14690	41.14080	-124.15701	41.14693	-15.00	308.84	2
11035	HU810	-124.14500	41.14190	-124.15701	41.14693	-15.00	299.08	2
11036	HU811	-124.14350	41.14320	-124.15701	41.14693	-15.00	290.14	2
11037	HU812	-124.14200	41.14460	-124.15701	41.14693	-15.00	281.65	2
11038	HU813	-124.14090	41.14620	-124.15701	41.14693	-15.00	273.44	2
11039	HU814	-124.14010	41.14790	-124.15701	41.14693	-15.00	265.64	2
11040	HU815	-124.13940	41.14960	-124.15701	41.14693	-15.00	258.62	2
11041	HU816	-124.13870	41.15130	-124.15701	41.14693	-15.00	252.41	2
11042	HU817	-124.13790	41.15310	-124.15701	41.14693	-15.00	246.79	2
11043	HU818	-124.13720	41.15480	-124.15699	41.15979	-15.00	288.52	1
11044	HU819	-124.13640	41.15650	-124.15652	41.16157	-15.00	288.51	1
11045	HU820	-124.13570	41.15820	-124.15502	41.16279	-15.00	287.51	1
11046	HU821	-124.13500	41.15990	-124.15433	41.16435	-15.00	287.00	1
11047	HU822	-124.13430	41.16160	-124.15369	41.16677	-15.00	289.50	1
11048	HU823	-124.13340	41.16330	-124.15195	41.16937	-15.00	293.49	1
11049	HU824	-124.13240	41.16490	-124.15167	41.17076	-15.05	292.00	1
11050	HU825	-124.13160	41.16660	-124.15218	41.17163	-15.00	287.99	1
11051	HU826	-124.13090	41.16840	-124.15099	41.17331	-15.00	287.99	1
11052	HU827	-124.13010	41.17010	-124.15034	41.17550	-15.00	289.52	1
11053	HU828	-124.12930	41.17180	-124.14905	41.17706	-15.00	289.49	1
11054	HU829	-124.12850	41.17350	-124.14810	41.17844	-15.00	288.51	1
11055	HU830	-124.12780	41.17520	-124.14854	41.17982	-15.00	286.49	1
11056	HU831	-124.12720	41.17690	-124.14751	41.18128	-15.02	285.99	1
11057	HU832	-124.12650	41.17860	-124.14584	41.18333	-15.03	288.00	1
11058	HU833	-124.12570	41.18030	-124.14541	41.18526	-15.00	288.49	1
11059	HU834	-124.12500	41.18200	-124.14565	41.18705	-15.00	288.00	1
11060	HU835	-124.12420	41.18380	-124.14453	41.18877	-15.00	288.00	1
11061	HU836	-124.12350	41.18550	-124.14359	41.19027	-15.00	287.51	1
11062	HU837	-124.12280	41.18720	-124.14327	41.19191	-15.00	287.00	1
11063	HU838	-124.12210	41.18890	-124.14262	41.19333	-15.00	286.01	1
11064	HU839	-124.12150	41.19070	-124.14095	41.19476	-15.00	285.50	1
11065	HU840	-124.12080	41.19240	-124.14042	41.19763	-15.00	289.51	1
11066	HU841	-124.11990	41.19400	-124.13896	41.19950	-15.00	290.98	1
11067	HU842	-124.11910	41.19570	-124.13843	41.20085	-15.00	289.50	1
11068	HU843	-124.11830	41.19740	-124.13770	41.20257	-15.00	289.50	1
11069	HU844	-124.11750	41.19910	-124.13554	41.20404	-15.00	290.00	1
11070	HU845	-124.11670	41.20080	-124.13537	41.20550	-15.00	288.50	1
11071	HU846	-124.11600	41.20260	-124.13495	41.20682	-15.00	286.49	1
11072	HU847	-124.11530	41.20430	-124.13396	41.20832	-15.00	285.98	1
11073	HU848	-124.11470	41.20600	-124.13339	41.20938	-15.00	283.52	1
11074	HU849	-124.11420	41.20780	-124.13245	41.21072	-15.00	282.01	1
11075	HU850	-124.11370	41.20960	-124.13167	41.21210	-15.02	280.48	1
11076	HU851	-124.11330	41.21130	-124.13113	41.21415	-15.00	282.00	1
11077	HU852	-124.11270	41.21310	-124.13015	41.21662	-15.00	285.01	1
11078	HU853	-124.11200	41.21480	-124.13037	41.21768	-15.00	281.77	1
11079	HU854	-124.11170	41.21660	-124.13044	41.21883	-15.00	278.99	1
11080	HU855	-124.11130	41.21830	-124.12836	41.22174	-15.00	285.01	1
11081	HU856	-124.11050	41.22000	-124.12761	41.22507	-15.00	291.50	1
11082	HU857	-124.10950	41.22170	-124.12743	41.22649	-15.00	289.56	1
11083	HU858	-124.10880	41.22340	-124.12653	41.22760	-15.00	287.48	1
11084	HU859	-124.10810	41.22510	-124.12458	41.22889	-15.00	287.00	1
11085	HU860	-124.10740	41.22690	-124.12363	41.23006	-15.00	284.51	1
11086	HU861	-124.10680	41.22860	-124.12362	41.23040	-15.00	278.10	2
11087	HU862	-124.10650	41.23040	-124.12362	41.23040	-15.00	270.00	2
11088	HU863	-124.10650	41.23220	-124.12362	41.23040	-15.00	262.04	2
11089	HU864	-124.10690	41.23390	-124.12362	41.23040	-15.00	254.45	2
11090	HU865	-124.10810	41.23540	-124.12368	41.23090	-15.00	248.99	2
11091	HU866	-124.10890	41.23690	-124.12501	41.23828	-15.01	276.50	1
11092	HU867	-124.10710	41.23790	-124.12365	41.24556	-15.00	301.62	2
11093	HU868	-124.10640	41.23960	-124.12365	41.24556	-15.00	294.68	2
11094	HU869	-124.10570	41.24130	-124.12365	41.24556	-15.00	287.52	1
11095	HU870	-124.10510	41.24300	-124.12326	41.24691	-15.00	285.98	1
11096	HU871	-124.10440	41.24480	-124.12273	41.24888	-15.00	286.49	1
11097	HU872	-124.10370	41.24650	-124.12228	41.25050	-15.00	285.98	1
11098	HU873	-124.10310	41.24820	-124.12162	41.25219	-15.00	285.99	1
11099	HU874	-124.10240	41.24990	-124.12104	41.25446	-15.00	288.03	1
11100	HU875	-124.10160	41.25170	-124.12041	41.25589	-15.00	286.50	1
11101	HU876	-124.10100	41.25340	-124.12001	41.25723	-15.00	285.00	1
11102	HU877	-124.10040	41.25510	-124.11962	41.25883	-15.00	284.48	1
11103	HU878	-124.09980	41.25690	-124.11919	41.25987	-15.00	281.52	1
11104	HU879	-124.09940	41.25870	-124.11870	41.26087	-15.00	278.51	1
11105	HU880	-124.09910	41.26040	-124.11846	41.26149	-15.00	274.28	2
11106	HU881	-124.09880	41.26220	-124.11846	41.26149	-15.00	267.25	2
11107	HU882	-124.09880	41.26400	-124.11846	41.26149	-15.00	260.36	2
11108	HU883	-124.09980	41.26560	-124.11710	41.26801	-15.00	280.50	2
11109	HU884	-124.09860	41.26670	-124.11509	41.27426	-15.00	301.38	2
11110	HU885	-124.09740	41.26820	-124.11509	41.27426	-15.00	294.50	1
11111	HU886	-124.09670	41.26990	-124.11509	41.27426	-15.00	287.51	2
11112	HU887	-124.09620	41.27170	-124.11497	41.27496	-15.00	283.01	1
11113	HU888	-124.09570	41.27340	-124.11453	41.27641	-15.00	282.01	2
11114	HU889	-124.09520	41.27520	-124.11378	41.27792	-15.00	281.02	1
11115	HU890	-124.09480	41.27700	-124.11333	41.27933	-15.00	279.50	1
11116	HU891	-124.09440	41.27870	-124.11261	41.28111	-15.00	279.99	1
11117	HU892	-124.09400	41.28050	-124.11292	41.28288	-15.01	279.50	1
11118	HU893	-124.09360	41.28230	-124.11105	41.28508	-15.00	281.97	1
11119	HU894	-124.09300	41.28400	-124.10903	41.28712	-15.00	284.52	1
11120	HU895	-124.09240	41.28580	-124.10692	41.28862	-15.00	284.49	1
11121	HU896	-124.09180	41.28750	-124.10522	41.28973	-15.01	282.47	1
11122	HU897	-124.09140	41.28930	-124.10526	41.29076	-15.00	277.98	1
11123	HU898	-124.09110	41.29110	-124.10583	41.29207	-14.80	275.01	2
11124	HU899	-124.09100	41.29290	-124.10585	41.29309	-15.00	270.98	1
11125	HU900	-124.09100	41.29470	-124.10702	41.29417	-15.00	267.48	1
11126	HU901	-124.09120	41.29650	-124.10628	41.29769	-15.00	276.00	1
11127	HU902	-124.09050	41.29810	-124.10750	41.30164	-15.00	285.49	1
11128	HU903	-124.09000	41.29980	-124.10767	41.30287	-15.00	283.02	2
11129	HU904	-124.08940	41.30160	-124.10764	41.30489	-15.00	283.50	1
11130	HU905	-124.08890	41.30330	-124.10807	41.30676	-15.00	283.51	1
11131	HU906	-124.08830	41.30510	-124.10763	41.30832	-15.00	282.50	1
11132	HU907	-124.08780	41.30680	-124.10709	41.30862	-15.01	277.16	1
11133	HU908	-124.08770	41.30860	-124.10637	41.30995	-15.00	275.50	1
11134	HU909	-124.08740	41.31040	-124.10557	41.31183	-15.00	275.98	1
11135	HU910	-124.08720	41.31220	-124.10449	41.31449	-15.00	280.00	1
11136	HU911	-124.08660	41.31390	-124.10182	41.31686	-15.00	284.52	1
11137	HU912	-124.08600	41.31570	-124.10139	41.31816	-15.00	282.01	1
11138	HU913	-124.08560	41.31740	-124.10167	41.31888	-15.23	276.99	2
11139	HU914	-124.08510	41.31920	-124.10159	41.31909	-15.00	269.49	2
11140	HU915	-124.08470	41.32100	-124.10159	41.31909	-15.00	261.44	2
11141	HU916	-124.08600	41.32230	-124.10021	41.32389	-15.00	278.47	2
11142	HU917	-124.08470	41.32380	-124.09750	41.32770	-15.09	292.08	1
11143	HU918	-124.08420	41.32560	-124.09750	41.32800	-15.10	283.51	2
11144	HU919	-124.08380	41.32740	-124.09777	41.32869	-15.00	277.01	1
11145	HU920	-124.08360	41.32910	-124.09848	41.33158	-15.02	282.51	1
11146	HU921	-124.08280	41.33080	-124.09631	41.33361	-15.00	285.48	1
11147	HU922	-124.08230	41.33260	-124.09569	41.33474	-15.01	282.02	1
11148	HU923	-124.08180	41.33430	-124.09563	41.33680	-15.00	283.54	1
11149	HU924	-124.08120	41.33610	-124.09465	41.33834	-15.00	282.51	1
11150	HU925	-124.08070	41.33780	-124.09500	41.33960	-15.13	279.52	1
11151	HU926	-124.08040	41.33960	-124.09497	41.34143	-15.00	279.50	1
11152	HU927	-124.07990	41.34140	-124.09504	41.34371	-15.00	281.49	1
11153	HU928	-124.07940	41.34310	-124.09492	41.34568	-15.00	282.49	1
11154	HU929	-124.07890	41.34490	-124.09500	41.34769	-15.01	283.00	1
11155	HU930	-124.07830	41.34660	-124.09657	41.34964	-15.00	282.50	1
11156	HU931	-124.07790	41.34840	-124.09636	41.35135	-15.00	282.02	1
11157	HU932	-124.07730	41.35020	-124.09530	41.35344	-15.00	283.48	1
11158	HU933	-124.07680	41.35190	-124.09578	41.35441	-15.00	279.99	1
11159	HU934	-124.07650	41.35370	-124.09553	41.35583	-14.99	278.48	1
11160	HU935	-124.07610	41.35550	-124.09415	41.35838	-15.01	282.00	1
11161	HU936	-124.07550	41.35720	-124.09386	41.36051	-15.00	283.51	1
11162	HU937	-124.07500	41.35900	-124.09298	41.36163	-15.01	281.03	1
11163	HU938	-124.07460	41.36080	-124.09182	41.36296	-15.00	279.49	1
11164	HU939	-124.07420	41.36250	-124.09062	41.36489	-15.00	280.98	1
11165	HU940	-124.07370	41.36430	-124.09131	41.36699	-15.00	281.50	1
11166	HU941	-124.07320	41.36610	-124.08811	41.36827	-15.00	280.98	1
11167	HU942	-124.07280	41.36780	-124.08993	41.36972	-15.00	278.49	1
11168	HU943	-124.07250	41.36960	-124.08759	41.37119	-15.00	277.99	1
11169	HU944	-124.07210	41.37140	-124.08812	41.37341	-15.00	279.49	1
11170	HU945	-124.07170	41.37320	-124.08702	41.37482	-15.00	278.02	1
11171	HU946	-124.07140	41.37500	-124.08745	41.37648	-15.00	277.01	1
11172	HU947	-124.07110	41.37670	-124.08815	41.37838	-15.00	277.48	1
11173	HU948	-124.07080	41.37850	-124.08727	41.38035	-15.00	278.51	1
11174	HU949	-124.07040	41.38030	-124.08647	41.38232	-15.00	279.51	1
11175	HU950	-124.07000	41.38210	-124.08755	41.38395	-15.00	278.00	1
11176	HU951	-124.06970	41.38390	-124.08749	41.38589	-15.00	278.48	1
11177	HU952	-124.06930	41.38560	-124.08749	41.38764	-15.00	278.50	1
11178	HU953	-124.06900	41.38740	-124.08724	41.38945	-15.00	278.52	1
11179	HU954	-124.06860	41.38920	-124.08739	41.39156	-15.00	279.50	1
11180	HU955	-124.06820	41.39100	-124.08695	41.39273	-15.00	277.01	1
11181	HU956	-124.06800	41.39280	-124.08631	41.39424	-15.00	275.98	1
11182	HU957	-124.06770	41.39460	-124.08582	41.39603	-15.01	276.01	1
11183	HU958	-124.06750	41.39640	-124.08581	41.39760	-15.00	274.99	1
11184	HU959	-124.06730	41.39820	-124.08563	41.39928	-15.00	274.49	1
11185	HU960	-124.06710	41.40000	-124.08556	41.40109	-15.01	274.50	1
11186	HU961	-124.06690	41.40170	-124.08543	41.40292	-15.00	275.02	1
11187	HU962	-124.06670	41.40350	-124.08538	41.40472	-15.00	274.98	1
11188	HU963	-124.06650	41.40530	-124.08488	41.40675	-15.00	276.00	1
11189	HU964	-124.06620	41.40710	-124.08365	41.40882	-15.00	277.49	1
11190	HU965	-124.06590	41.40890	-124.08315	41.41060	-15.00	277.49	1
11191	HU966	-124.06560	41.41070	-124.08270	41.41239	-15.00	277.51	1
11192	HU967	-124.06530	41.41250	-124.08195	41.41425	-15.00	277.98	1
11193	HU968	-124.06490	41.41430	-124.08127	41.41613	-15.00	278.48	1
11194	HU969	-124.06460	41.41600	-124.08083	41.41782	-15.02	278.50	1
11195	HU970	-124.06420	41.41780	-124.08099	41.41991	-15.01	279.51	1
11196	HU971	-124.06380	41.41960	-124.08017	41.42144	-15.01	278.52	1
11197	HU972	-124.06350	41.42140	-124.07983	41.42258	-15.00	275.50	1
11198	HU973	-124.06330	41.42320	-124.07988	41.42450	-15.00	275.97	1
11199	HU974	-124.06300	41.42500	-124.08002	41.42657	-15.00	277.01	1
11200	HU975	-124.06270	41.42680	-124.07999	41.42816	-15.00	275.99	1
11201	HU976	-124.06250	41.42860	-124.07989	41.42905	-15.00	271.98	1
11202	HU977	-124.06250	41.43040	-124.07973	41.43074	-15.00	271.51	1
11203	HU978	-124.06240	41.43220	-124.07973	41.43243	-15.00	271.01	1
11204	HU979	-124.06240	41.43400	-124.07992	41.43400	-15.00	270.00	1
11205	HU980	-124.06240	41.43580	-124.07967	41.43580	-15.00	270.00	1
11206	HU981	-124.06240	41.43760	-124.07923	41.43760	-15.00	270.00	1
11207	HU982	-124.06240	41.43940	-124.07892	41.43886	-15.00	267.50	1
11208	HU983	-124.06260	41.44120	-124.07885	41.43992	-15.00	264.00	1
11209	HU984	-124.06290	41.44290	-124.07883	41.44112	-15.00	261.52	1
11210	HU985	-124.06330	41.44470	-124.07887	41.44243	-15.01	258.99	1
11211	HU986	-124.06380	41.44650	-124.07887	41.44285	-15.00	252.09	1
11212	HU987	-124.06470	41.44810	-124.07887	41.44506	-15.01	254.03	1
11213	HU988	-124.06520	41.44990	-124.07896	41.44743	-15.00	256.53	1
11214	HU989	-124.06580	41.45160	-124.07886	41.45117	-15.00	267.48	1
11215	HU990	-124.06540	41.45340	-124.07873	41.45401	-15.00	273.49	1
11216	HU991	-124.06550	41.45520	-124.07874	41.45485	-15.01	267.98	1
11217	HU992	-124.06560	41.45700	-124.07878	41.45622	-15.00	265.49	1
11218	HU993	-124.06590	41.45880	-124.07892	41.45821	-15.00	266.54	1
11219	HU994	-124.06590	41.46060	-124.07937	41.46095	-15.00	271.99	1
11220	HU995	-124.06570	41.46230	-124.07926	41.46382	-15.00	278.51	2
11221	HU996	-124.06480	41.46390	-124.07919	41.46520	-15.01	276.87	1
11222	DN001	-124.06500	41.46570	-124.07919	41.46520	-15.04	267.31	2
11223	DN002	-124.06540	41.46740	-124.07915	41.46577	-15.00	261.01	1
11224	DN003	-124.06590	41.46920	-124.07941	41.46705	-15.00	258.01	1
11225	DN004	-124.06640	41.47100	-124.07950	41.46777	-15.00	251.79	1
11226	DN005	-124.06730	41.47260	-124.07989	41.46972	-15.00	253.02	1
11227	DN006	-124.06780	41.47440	-124.07973	41.47200	-15.00	254.97	1
11228	DN007	-124.06850	41.47600	-124.07957	41.47469	-15.00	261.02	2
11229	DN008	-124.06840	41.47770	-124.07976	41.47674	-15.00	263.56	1
11230	DN009	-124.06900	41.47940	-124.07996	41.47758	-15.01	257.50	1
11231	DN010	-124.06940	41.48120	-124.08009	41.47823	-15.00	249.65	1
11232	DN011	-124.07060	41.48270	-124.08064	41.47974	-15.00	248.52	2
11233	DN012	-124.07130	41.48440	-124.08158	41.48304	-15.00	259.99	2
11234	DN013	-124.07140	41.48620	-124.08266	41.48583	-15.00	267.49	1
11235	DN014	-124.07150	41.48800	-124.08274	41.48682	-15.00	262.02	1
11236	DN015	-124.07210	41.48980	-124.08278	41.48697	-15.00	250.52	2
11237	DN016	-124.07280	41.49140	-124.08279	41.48704	-15.00	239.77	2
11238	DN017	-124.07440	41.49280	-124.08359	41.48914	-15.00	242.00	1
11239	DN018	-124.07520	41.49440	-124.08552	41.49318	-15.00	261.03	1
11240	DN019	-124.07510	41.49620	-124.08663	41.49680	-15.00	273.97	2
11241	DN020	-124.07440	41.49790	-124.08707	41.49794	-15.00	270.24	2
11242	DN021	-124.07460	41.49970	-124.08707	41.49794	-15.00	259.33	2
11243	DN022	-124.07550	41.50140	-124.08707	41.49794	-15.00	248.23	2
11244	DN023	-124.07670	41.50290	-124.08802	41.50023	-15.00	252.52	1
11245	DN024	-124.07680	41.50470	-124.08862	41.50227	-15.01	254.65	2
11246	DN025	-124.07760	41.50630	-124.08862	41.50227	-15.01	243.97	2
11247	DN026	-124.07910	41.50770	-124.08880	41.50280	-15.00	236.00	2
11248	DN027	-124.08060	41.50920	-124.08993	41.50557	-15.00	242.55	1
11249	DN028	-124.08130	41.51080	-124.08928	41.50991	-15.00	261.53	1
11250	DN029	-124.08140	41.51260	-124.08814	41.51260	-15.01	270.00	2
11251	DN030	-124.08130	41.51440	-124.08784	41.51423	-14.99	268.01	1
11252	DN031	-124.08160	41.51620	-124.08842	41.51602	-15.01	267.98	1
11253	DN032	-124.08140	41.51800	-124.09060	41.51836	-15.01	272.99	1
11254	DN033	-124.08130	41.51970	-124.09106	41.51915	-15.00	265.70	2
11255	DN034	-124.08150	41.52150	-124.09106	41.51915	-15.00	251.82	2
11256	DN035	-124.08220	41.52320	-124.09106	41.51915	-15.00	238.60	2
11257	DN036	-124.08410	41.52430	-124.09196	41.52378	-15.00	264.95	2
11258	DN037	-124.08320	41.52500	-124.09335	41.52897	-15.01	297.59	2
11259	DN038	-124.08230	41.52640	-124.09335	41.52897	-15.01	287.26	2
11260	DN039	-124.08220	41.52820	-124.09334	41.52937	-15.12	277.99	2
11261	DN040	-124.08200	41.52990	-124.09334	41.53117	-15.14	278.51	1
11262	DN041	-124.08150	41.53170	-124.09470	41.53291	-15.00	276.98	1
11263	DN042	-124.08140	41.53350	-124.09499	41.53368	-15.01	271.01	1
11264	DN043	-124.08140	41.53530	-124.09566	41.53624	-15.00	275.03	1
11265	DN044	-124.08100	41.53700	-124.09578	41.53895	-15.00	280.00	1
11266	DN045	-124.08060	41.53880	-124.09578	41.54029	-15.00	277.47	1
11267	DN046	-124.08030	41.54060	-124.09582	41.54081	-15.00	271.04	2
11268	DN047	-124.08010	41.54240	-124.09582	41.54081	-15.00	262.30	2
11269	DN048	-124.07990	41.54420	-124.09582	41.54081	-15.00	254.12	2
11270	DN049	-124.08010	41.54600	-124.09582	41.54081	-15.00	246.20	2
11271	DN050	-124.08110	41.54760	-124.09582	41.54081	-15.00	238.36	2
11272	DN051	-124.08300	41.54860	-124.09582	41.54081	-15.00	230.93	2
11273	DN052	-124.08470	41.54990	-124.09582	41.54081	-15.00	222.48	2
11274	DN053	-124.08670	41.55080	-124.09582	41.54081	-15.00	214.34	2
11275	DN054	-124.08890	41.55130	-124.09637	41.54451	-15.00	219.47	2
11276	DN055	-124.09040	41.55270	-124.09652	41.54684	-15.00	218.01	1
11277	DN056	-124.09230	41.55340	-124.09721	41.55037	-15.00	230.49	2
11278	DN057	-124.09330	41.55500	-124.09911	41.55367	-15.02	252.99	1
11279	DN058	-124.09360	41.55680	-124.09960	41.55508	-15.01	249.04	1
11280	DN059	-124.09490	41.55830	-124.10084	41.55623	-15.07	245.03	1
11281	DN060	-124.09560	41.55990	-124.10208	41.55869	-15.01	255.99	1
11282	DN061	-124.09580	41.56110	-124.10233	41.55997	-15.02	256.98	2
11283	DN062	-124.09620	41.56280	-124.10231	41.56007	-15.00	239.16	1
11284	DN063	-124.09800	41.56390	-124.10249	41.56118	-15.02	231.01	2
11285	DN064	-124.09900	41.56490	-124.10348	41.56358	-15.01	248.51	1
11286	DN065	-124.09830	41.56630	-124.10459	41.56504	-15.02	255.01	1
11287	DN066	-124.10000	41.56750	-124.10542	41.56586	-15.03	247.98	1
11288	DN067	-124.10080	41.56910	-124.10638	41.56778	-15.00	252.45	1
11289	DN068	-124.10140	41.57080	-124.10738	41.57009	-15.01	260.98	2
11290	DN069	-124.10150	41.57260	-124.10804	41.57187	-15.01	261.51	1
11291	DN070	-124.10210	41.57430	-124.10899	41.57466	-15.02	274.00	2
11292	DN071	-124.10100	41.57580	-124.10801	41.57706	-15.00	283.51	2
11293	DN072	-124.09990	41.57710	-124.10801	41.57706	-15.00	269.62	2
11294	DN073	-124.10130	41.57850	-124.10831	41.57785	-15.01	262.93	2
11295	DN074	-124.10150	41.57990	-124.10809	41.58094	-15.03	281.91	2
11296	DN075	-124.09990	41.58110	-124.10994	41.58465	-15.01	295.30	2
11297	DN076	-124.09880	41.58270	-124.10994	41.58465	-15.01	283.17	2
11298	DN077	-124.09770	41.58430	-124.10994	41.58465	-15.01	272.19	2
